STATE00,COUNTY00,GEOID00,HU00,AREA00,AREALAND00,STATE10,COUNTY10,GEOID10,HU10,TRACT00,TRACT10,PART00,PART10,POP00,POP10,POPPCT00,POPPCT10,CHANGE,MERGE,SPLIT,,AREA10,AREALAND10,AREAPT,AREALANDPT,AREAPCT00PT,ARELANDPCT00PT,AREAPCT10PT,AREALANDPCT10PT,POP10PT,HU10PT,HUPCT00,HUPCT10
4,13,4013104300,3470,2567698,2487894,4,13,4013104301,1269,104300,104301,P,W,6509,3300,50.7,100,49.3,,,,1486941,1486941,1486941,1486941,57.91,59.77,100,100,3300,1269,36.57,100
4,13,4013104300,3470,2567698,2487894,4,13,4013104302,2201,104300,104302,P,W,6509,3209,49.3,100,50.7,,,,1080757,1000953,1080757,1000953,42.09,40.23,100,100,3209,2201,63.43,100
4,13,4013104400,3744,5130647,5105339,4,13,4013104401,2374,104400,104401,P,W,7555,5017,66.41,100,33.59,,,,2549156,2549156,2549156,2549156,49.68,49.93,100,100,5017,2374,63.41,100
4,13,4013104400,3744,5130647,5105339,4,13,4013104402,1370,104400,104402,P,W,7555,2538,33.59,100,66.41,,,,2581491,2556183,2581491,2556183,50.32,50.07,100,100,2538,1370,36.59,100
4,13,4013104501,1560,1250972,1227268,4,13,4013104501,1560,104501,104501,W,W,3697,3697,100,100,0,,,,1250972,1227268,1250972,1227268,100,100,100,100,3697,1560,100,100
4,13,4013104502,1721,1341772,1341772,4,13,4013104502,1721,104502,104502,W,W,5107,5107,100,100,0,,,,1341772,1341772,1341772,1341772,100,100,100,100,5107,1721,100,100
4,13,4013104600,1970,2621628,2618240,4,13,4013104600,1970,104600,104600,W,W,4253,4253,100,100,0,,,,2621628,2618240,2621628,2618240,100,100,100,100,4253,1970,100,100
4,13,4013104700,3809,2510595,2510595,4,13,4013104701,1699,104700,104701,P,W,6915,2474,35.78,100,64.22,,,,1067299,1067299,1067299,1067299,42.51,42.51,100,100,2474,1699,44.6,100
4,13,4013104700,3809,2510595,2510595,4,13,4013104702,2110,104700,104702,P,W,6915,4441,64.22,100,35.78,,,,1443266,1443266,1443266,1443266,57.49,57.49,100,100,4441,2110,55.4,100
4,13,4013104700,3809,2510595,2510595,4,13,4013105200,3019,104700,105200,P,P,6915,5819,0,0,0,,,,4058551,4048351,30,30,0,0,0,0,0,0,0,0
4,13,4013104801,1645,5873836,5873836,4,13,4013104801,1645,104801,104801,W,W,3619,3619,100,100,0,,,,5873836,5873836,5873836,5873836,100,100,100,100,3619,1645,100,100
4,13,4013104802,2776,3335043,3335043,4,13,4013104802,2776,104802,104802,W,W,5688,5688,100,100,0,,,,3335043,3335043,3335043,3335043,100,100,100,100,5688,2776,100,100
4,13,4013104900,1672,2584774,2584774,4,13,4013104900,1672,104900,104900,W,W,4003,4003,100,100,0,,,,2584774,2584774,2584774,2584774,100,100,100,100,4003,1672,100,100
4,13,4013105001,3233,23493676,23421777,4,13,4013105003,1763,105001,105003,P,W,7663,4549,59.36,100,40.64,,,,10622844,10554193,10622844,10554193,45.22,45.06,100,100,4549,1763,54.53,100
4,13,4013105001,3233,23493676,23421777,4,13,4013105004,1470,105001,105004,P,W,7663,3114,40.64,100,59.36,,,,12870832,12867584,12870832,12867584,54.78,54.94,100,100,3114,1470,45.47,100
4,13,4013105002,1289,7771659,7769190,4,13,4013105002,1290,105002,105002,W,P,2572,2574,100,99.92,0.08,,,,7934904,7932435,7771659,7769190,100,100,97.94,97.94,2572,1289,100,99.92
4,13,4013105101,1795,6040065,6038274,4,13,4013105101,1795,105101,105101,W,W,4417,4417,100,100,0,,,,6040065,6038274,6040065,6038274,100,100,100,100,4417,1795,100,100
4,13,4013105102,2562,19342656,19335702,4,13,4013105102,2562,105102,105102,P,W,4165,4165,100,100,0,,,,19168858,19161904,19168858,19161904,99.1,99.1,100,100,4165,2562,100,100
4,13,4013105102,2562,19342656,19335702,4,13,4013105103,1386,105102,105103,P,P,4165,3017,0,0,0,,,,9851838,9841789,173798,173798,0.9,0.9,1.76,1.77,0,0,0,0
4,13,4013105103,1386,9678040,9667991,4,13,4013105103,1386,105103,105103,W,P,3017,3017,100,100,0,,,,9851838,9841789,9678040,9667991,100,100,98.24,98.23,3017,1386,100,100
4,13,4013105200,3019,4058521,4048321,4,13,4013105200,3019,105200,105200,W,P,5819,5819,100,100,0,,,,4058551,4048351,4058521,4048321,100,100,100,100,5819,3019,100,100
4,13,4013105300,2518,2654235,2628248,4,13,4013105300,2518,105300,105300,W,W,4995,4995,100,100,0,,,,2654235,2628248,2654235,2628248,100,100,100,100,4995,2518,100,100
4,13,4013105400,1536,2568631,2568631,4,13,4013105400,1536,105400,105400,W,W,3603,3603,100,100,0,,,,2568631,2568631,2568631,2568631,100,100,100,100,3603,1536,100,100
4,13,4013105500,4128,2578603,2558350,4,13,4013105501,1047,105500,105501,P,W,7525,2355,31.3,100,68.7,,,,1288058,1288058,1288058,1288058,49.95,50.35,100,100,2355,1047,25.36,100
4,13,4013105500,4128,2578603,2558350,4,13,4013105502,1027,105500,105502,P,W,7525,1891,25.13,100,74.87,,,,639843,639843,639843,639843,24.81,25.01,100,100,1891,1027,24.88,100
4,13,4013105500,4128,2578603,2558350,4,13,4013105503,2054,105500,105503,P,W,7525,3279,43.57,100,56.43,,,,650702,630449,650702,630449,25.23,24.64,100,100,3279,2054,49.76,100
4,13,4013105601,1229,1284365,1284365,4,13,4013104205,2603,105601,104205,P,P,3791,5156,0,0,0,,,,3496002,3377381,606,606,0.05,0.05,0.02,0.02,0,0,0,0
4,13,4013105601,1229,1284365,1284365,4,13,4013105601,1229,105601,105601,P,W,3791,3791,100,100,0,,,,1283759,1283759,1283759,1283759,99.95,99.95,100,100,3791,1229,100,100
4,13,4013105602,2510,1290265,1290265,4,13,4013105602,2510,105602,105602,W,W,5943,5943,100,100,0,,,,1290265,1290265,1290265,1290265,100,100,100,100,5943,2510,100,100
4,13,4013105701,1227,1288736,1288736,4,13,4013105701,1227,105701,105701,W,W,3426,3426,100,100,0,,,,1288736,1288736,1288736,1288736,100,100,100,100,3426,1227,100,100
4,13,4013105702,1448,1290174,1290174,4,13,4013105702,1448,105702,105702,W,W,3775,3775,100,100,0,,,,1290174,1290174,1290174,1290174,100,100,100,100,3775,1448,100,100
4,13,4013105800,2166,2585542,2585542,4,13,4013105800,2166,105800,105800,W,W,6298,6298,100,100,0,,,,2585542,2585542,2585542,2585542,100,100,100,100,6298,2166,100,100
4,13,4013105900,2253,2602570,2602570,4,13,4013105900,2253,105900,105900,W,W,4956,4956,100,100,0,,,,2602570,2602570,2602570,2602570,100,100,100,100,4956,2253,100,100
4,13,4013106000,3242,2586709,2586709,4,13,4013106001,668,106000,106001,P,W,7094,1671,23.56,100,76.44,,,,702927,702927,702927,702927,27.17,27.17,100,100,1671,668,20.6,100
4,13,4013106000,3242,2586709,2586709,4,13,4013106002,1169,106000,106002,P,W,7094,2248,31.69,100,68.31,,,,942649,942649,942649,942649,36.44,36.44,100,100,2248,1169,36.06,100
4,13,4013106000,3242,2586709,2586709,4,13,4013106003,1405,106000,106003,P,W,7094,3175,44.76,100,55.24,,,,941133,941133,941133,941133,36.38,36.38,100,100,3175,1405,43.34,100
4,13,4013106100,2856,2554725,2554725,4,13,4013106100,2856,106100,106100,W,W,5282,5282,100,100,0,,,,2554725,2554725,2554725,2554725,100,100,100,100,5282,2856,100,100
4,13,4013106200,1341,2593993,2593993,4,13,4013106200,1341,106200,106200,W,W,3285,3285,100,100,0,,,,2593993,2593993,2593993,2593993,100,100,100,100,3285,1341,100,100
4,13,4013106300,2752,2664629,2633102,4,13,4013106300,2752,106300,106300,W,W,5093,5093,100,100,0,,,,2664629,2633102,2664629,2633102,100,100,100,100,5093,2752,100,100
4,13,4013106400,1493,2589657,2493549,4,13,4013106400,1493,106400,106400,W,W,2732,2732,100,100,0,,,,2589657,2493549,2589657,2493549,100,100,100,100,2732,1493,100,100
4,13,4013106500,3784,2623107,2623107,4,13,4013106501,1671,106500,106501,P,W,6419,2877,44.82,100,55.18,,,,1313676,1313676,1313676,1313676,50.08,50.08,100,100,2877,1671,44.16,100
4,13,4013106500,3784,2623107,2623107,4,13,4013106502,2113,106500,106502,P,W,6419,3542,55.18,100,44.82,,,,1309431,1309431,1309431,1309431,49.92,49.92,100,100,3542,2113,55.84,100
4,13,4013106600,1769,2603134,2603134,4,13,4013106600,1769,106600,106600,W,W,3607,3607,100,100,0,,,,2603134,2603134,2603134,2603134,100,100,100,100,3607,1769,100,100
4,13,4013106700,3680,2578086,2571451,4,13,4013106701,2057,106700,106701,P,W,7203,3961,54.99,100,45.01,,,,633677,633677,633677,633677,24.58,24.64,100,100,3961,2057,55.9,100
4,13,4013106700,3680,2578086,2571451,4,13,4013106702,649,106700,106702,P,W,7203,1213,16.84,100,83.16,,,,649356,649356,649356,649356,25.19,25.25,100,100,1213,649,17.64,100
4,13,4013106700,3680,2578086,2571451,4,13,4013106703,974,106700,106703,P,W,7203,2029,28.17,100,71.83,,,,1295053,1288418,1295053,1288418,50.23,50.1,100,100,2029,974,26.47,100
4,13,4013106800,3671,2582004,2582004,4,13,4013106801,2136,106800,106801,P,W,7189,3941,54.82,100,45.18,,,,702983,702983,702983,702983,27.23,27.23,100,100,3941,2136,58.19,100
4,13,4013106800,3671,2582004,2582004,4,13,4013106802,1535,106800,106802,P,W,7189,3248,45.18,100,54.82,,,,1879021,1879021,1879021,1879021,72.77,72.77,100,100,3248,1535,41.81,100
4,13,4013106900,2297,2604857,2604857,4,13,4013106900,2297,106900,106900,W,W,7077,7077,100,100,0,,,,2604857,2604857,2604857,2604857,100,100,100,100,7077,2297,100,100
4,13,4013107000,2732,2573341,2573341,4,13,4013107000,2732,107000,107000,W,W,7123,7123,100,100,0,,,,2573341,2573341,2573341,2573341,100,100,100,100,7123,2732,100,100
4,13,4013107101,1241,1242405,1242405,4,13,4013107101,1241,107101,107101,W,W,4262,4262,100,100,0,,,,1242405,1242405,1242405,1242405,100,100,100,100,4262,1241,100,100
4,13,4013107102,1830,1341819,1341819,4,13,4013107102,1830,107102,107102,W,W,5197,5197,100,100,0,,,,1341819,1341819,1341819,1341819,100,100,100,100,5197,1830,100,100
4,13,4013107201,1548,1298215,1298215,4,13,4013107201,1548,107201,107201,W,W,4301,4301,100,100,0,,,,1298215,1298215,1298215,1298215,100,100,100,100,4301,1548,100,100
4,13,4013107202,1400,1292931,1292931,4,13,4013107202,1400,107202,107202,W,W,4928,4928,100,100,0,,,,1292931,1292931,1292931,1292931,100,100,100,100,4928,1400,100,100
4,13,4013107300,2354,2575241,2575241,4,13,4013107300,2354,107300,107300,W,W,6202,6202,100,100,0,,,,2575241,2575241,2575241,2575241,100,100,100,100,6202,2354,100,100
4,13,4013107400,3235,2585603,2585603,4,13,4013107400,3235,107400,107400,W,W,6572,6572,100,100,0,,,,2585603,2585603,2585603,2585603,100,100,100,100,6572,3235,100,100
4,13,4013107500,1848,2609412,2609412,4,13,4013107500,1848,107500,107500,W,W,3337,3337,100,100,0,,,,2609412,2609412,2609412,2609412,100,100,100,100,3337,1848,100,100
4,13,4013107600,3372,2615113,2615113,4,13,4013107601,1930,107600,107601,P,W,5480,2800,51.09,100,48.91,,,,1310496,1310496,1310496,1310496,50.11,50.11,100,100,2800,1930,57.24,100
4,13,4013107600,3372,2615113,2615113,4,13,4013107602,1442,107600,107602,P,W,5480,2680,48.91,100,51.09,,,,1304617,1304617,1304617,1304617,49.89,49.89,100,100,2680,1442,42.76,100
4,13,4013107700,2225,2619941,2619941,4,13,4013107700,2225,107700,107700,W,W,3797,3797,100,100,0,,,,2619941,2619941,2619941,2619941,100,100,100,100,3797,2225,100,100
4,13,4013107800,1950,3613317,3533588,4,13,4013107800,1950,107800,107800,W,W,2408,2408,100,100,0,,,,3613317,3533588,3613317,3533588,100,100,100,100,2408,1950,100,100
4,13,4013107900,1993,8101249,8096730,4,13,4013105002,1290,107900,105002,P,P,3703,2574,0.05,0.08,0.03,,,,7934904,7932435,154506,154506,1.91,1.91,1.95,1.95,2,1,0.05,0.08
4,13,4013107900,1993,8101249,8096730,4,13,4013107900,1992,107900,107900,P,W,3703,3701,99.95,100,0.05,,,,7946743,7942224,7946743,7942224,98.09,98.09,100,100,3701,1992,99.95,100
4,13,4013108000,1219,3818518,3796539,4,13,4013108000,1219,108000,108000,P,W,3467,3467,100,100,0,,,,3798010,3781355,3798010,3781355,99.46,99.6,100,100,3467,1219,100,100
4,13,4013108000,1219,3818518,3796539,4,13,4013217400,2024,108000,217400,P,P,3467,3085,0,0,0,,,,2189349,2180505,20508,15184,0.54,0.4,0.94,0.7,0,0,0,0
4,13,4013108100,902,1468282,1452097,4,13,4013108100,902,108100,108100,W,W,1850,1850,100,100,0,,,,1468282,1452097,1468282,1452097,100,100,100,100,1850,902,100,100
4,13,4013108200,1641,1573219,1557151,4,13,4013108200,1641,108200,108200,W,W,3158,3158,100,100,0,,,,1573219,1557151,1573219,1557151,100,100,100,100,3158,1641,100,100
4,13,4013108300,3478,3625190,3607516,4,13,4013108301,1858,108300,108301,P,W,6105,3405,55.77,100,44.23,,,,2291624,2273950,2291624,2273950,63.21,63.03,100,100,3405,1858,53.42,100
4,13,4013108300,3478,3625190,3607516,4,13,4013108302,1620,108300,108302,P,W,6105,2700,44.23,100,55.77,,,,1333566,1333566,1333566,1333566,36.79,36.97,100,100,2700,1620,46.58,100
4,13,4013108400,3136,2597617,2597617,4,13,4013108400,3136,108400,108400,W,W,4888,4888,100,100,0,,,,2597617,2597617,2597617,2597617,100,100,100,100,4888,3136,100,100
4,13,4013108500,3648,2589253,2589253,4,13,4013108501,1179,108500,108501,P,W,5779,2250,38.93,100,61.07,,,,1295678,1295678,1295678,1295678,50.04,50.04,100,100,2250,1179,32.32,100
4,13,4013108500,3648,2589253,2589253,4,13,4013108502,2469,108500,108502,P,W,5779,3529,61.07,100,38.93,,,,1293575,1293575,1293575,1293575,49.96,49.96,100,100,3529,2469,67.68,100
4,13,4013108601,1403,826571,817426,4,13,4013108601,1403,108601,108601,W,W,2679,2679,100,100,0,,,,826571,817426,826571,817426,100,100,100,100,2679,1403,100,100
4,13,4013108602,2679,1780187,1770561,4,13,4013108602,2679,108602,108602,W,W,4530,4530,100,100,0,,,,1780187,1770561,1780187,1770561,100,100,100,100,4530,2679,100,100
4,13,4013108700,0,778820,773822,4,13,4013117100,1444,108700,117100,W,P,235,2600,100,9.04,90.96,,,,1604757,1594695,778820,773822,100,100,48.53,48.52,235,0,0,0
4,13,4013108801,1444,825937,820873,4,13,4013117100,1444,108801,117100,W,P,2365,2600,100,90.96,9.04,,,,1604757,1594695,825937,820873,100,100,51.47,51.48,2365,1444,100,100
4,13,4013108802,1138,1037366,1027484,4,13,4013108802,1138,108802,108802,W,W,1819,1819,100,100,0,,,,1037366,1027484,1037366,1027484,100,100,100,100,1819,1138,100,100
4,13,4013108901,1373,1047405,1036955,4,13,4013108901,1373,108901,108901,W,W,2508,2508,100,100,0,,,,1047405,1036955,1047405,1036955,100,100,100,100,2508,1373,100,100
4,13,4013108902,2081,1514874,1504390,4,13,4013108902,2081,108902,108902,W,W,3858,3858,100,100,0,,,,1514874,1504390,1514874,1504390,100,100,100,100,3858,2081,100,100
4,13,4013109000,5494,2560815,2550907,4,13,4013109001,1750,109000,109001,P,W,14183,4146,29.23,100,70.77,,,,650542,650542,650542,650542,25.4,25.5,100,100,4146,1750,31.85,100
4,13,4013109000,5494,2560815,2550907,4,13,4013109002,1738,109000,109002,P,W,14183,4563,32.17,100,67.83,,,,942943,942943,942943,942943,36.82,36.97,100,100,4563,1738,31.63,100
4,13,4013109000,5494,2560815,2550907,4,13,4013109003,2006,109000,109003,P,W,14183,5474,38.6,100,61.4,,,,967330,957422,967330,957422,37.77,37.53,100,100,5474,2006,36.51,100
4,13,4013109100,2637,2567317,2567317,4,13,4013109101,913,109100,109101,P,W,8582,3283,38.25,100,61.75,,,,1286004,1286004,1286004,1286004,50.09,50.09,100,100,3283,913,34.62,100
4,13,4013109100,2637,2567317,2567317,4,13,4013109102,1724,109100,109102,P,W,8582,5299,61.75,100,38.25,,,,1281313,1281313,1281313,1281313,49.91,49.91,100,100,5299,1724,65.38,100
4,13,4013109200,1703,2597091,2597091,4,13,4013109200,1703,109200,109200,W,W,4096,4096,100,100,0,,,,2597091,2597091,2597091,2597091,100,100,100,100,4096,1703,100,100
4,13,4013109300,1153,2569561,2569561,4,13,4013093104,1830,109300,93104,P,P,4670,4385,0,0,0,,,,3925974,3925974,5392,5392,0.21,0.21,0.14,0.14,0,0,0,0
4,13,4013109300,1153,2569561,2569561,4,13,4013109300,1153,109300,109300,P,W,4670,4670,100,100,0,,,,2564169,2564169,2564169,2564169,99.79,99.79,100,100,4670,1153,100,100
4,13,4013109400,2596,2627283,2627283,4,13,4013109400,2596,109400,109400,W,W,8290,8290,100,100,0,,,,2627283,2627283,2627283,2627283,100,100,100,100,8290,2596,100,100
4,13,4013109500,1405,2504935,2479943,4,13,4013109500,1405,109500,109500,W,W,4867,4867,100,100,0,,,,2504935,2479943,2504935,2479943,100,100,100,100,4867,1405,100,100
4,13,4013109601,1411,1230898,1230898,4,13,4013109601,1411,109601,109601,W,P,4723,4723,100,100,0,,,,1231149,1231149,1230898,1230898,100,100,99.98,99.98,4723,1411,100,100
4,13,4013109602,1815,1490062,1490062,4,13,4013109602,1815,109602,109602,W,W,5719,5719,100,100,0,,,,1490062,1490062,1490062,1490062,100,100,100,100,5719,1815,100,100
4,13,4013109603,1247,1331812,1331812,4,13,4013109601,1411,109603,109601,P,P,4450,4723,0,0,0,,,,1231149,1231149,251,251,0.02,0.02,0.02,0.02,0,0,0,0
4,13,4013109603,1247,1331812,1331812,4,13,4013109603,1247,109603,109603,P,W,4450,4450,100,100,0,,,,1331561,1331561,1331561,1331561,99.98,99.98,100,100,4450,1247,100,100
4,13,4013109604,1057,1077976,1077976,4,13,4013109604,1057,109604,109604,W,W,3814,3814,100,100,0,,,,1077976,1077976,1077976,1077976,100,100,100,100,3814,1057,100,100
4,13,4013109701,2649,1292841,1292841,4,13,4013109701,2649,109701,109701,W,W,7467,7467,100,100,0,,,,1292841,1292841,1292841,1292841,100,100,100,100,7467,2649,100,100
4,13,4013109702,1308,1405583,1405583,4,13,4013109702,1308,109702,109702,W,P,5053,5053,100,100,0,,,,1405623,1405623,1405583,1405583,100,100,100,100,5053,1308,100,100
4,13,4013109703,886,1293221,1293221,4,13,4013109703,886,109703,109703,W,W,2742,2742,100,100,0,,,,1293221,1293221,1293221,1293221,100,100,100,100,2742,886,100,100
4,13,4013109704,612,608759,608759,4,13,4013109704,612,109704,109704,W,W,2360,2360,100,100,0,,,,608759,608759,608759,608759,100,100,100,100,2360,612,100,100
4,13,4013109705,492,560707,560707,4,13,4013109705,492,109705,109705,W,W,1803,1803,100,100,0,,,,560707,560707,560707,560707,100,100,100,100,1803,492,100,100
4,13,4013109801,1107,1219658,1219658,4,13,4013109801,1107,109801,109801,W,W,3758,3758,100,100,0,,,,1219658,1219658,1219658,1219658,100,100,100,100,3758,1107,100,100
4,13,4013109802,1199,1302035,1302035,4,13,4013109802,1199,109802,109802,W,W,4546,4546,100,100,0,,,,1302035,1302035,1302035,1302035,100,100,100,100,4546,1199,100,100
4,13,4013109900,1954,2618661,2604884,4,13,4013109900,1954,109900,109900,W,W,7080,7080,100,100,0,,,,2618661,2604884,2618661,2604884,100,100,100,100,7080,1954,100,100
4,13,4013110001,1076,1393490,1384345,4,13,4013110001,1076,110001,110001,W,W,4529,4529,100,100,0,,,,1393490,1384345,1393490,1384345,100,100,100,100,4529,1076,100,100
4,13,4013110002,1273,1178419,1169247,4,13,4013110002,1273,110002,110002,W,W,4339,4339,100,100,0,,,,1178419,1169247,1178419,1169247,100,100,100,100,4339,1273,100,100
4,13,4013110100,1988,2590516,2573749,4,13,4013110100,1988,110100,110100,W,W,6612,6612,100,100,0,,,,2590516,2573749,2590516,2573749,100,100,100,100,6612,1988,100,100
4,13,4013110200,264,2579036,2562913,4,13,4013116900,655,110200,116900,W,P,959,2387,100,40.18,59.82,,,,3191286,3171279,2579036,2562913,100,100,80.81,80.82,959,264,100,40.31
4,13,4013110300,2861,2545785,2532649,4,13,4013116900,655,110300,116900,P,P,7106,2387,20.1,59.82,39.72,,,,3191286,3171279,611973,608089,24.04,24.01,19.18,19.17,1428,391,13.67,59.69
4,13,4013110300,2861,2545785,2532649,4,13,4013117000,2470,110300,117000,P,W,7106,5678,79.9,100,20.1,,,,1933812,1924560,1933812,1924560,75.96,75.99,100,100,5678,2470,86.33,100
4,13,4013110400,2478,2497055,2497055,4,13,4013110400,2478,110400,110400,W,W,5125,5125,100,100,0,,,,2497055,2497055,2497055,2497055,100,100,100,100,5125,2478,100,100
4,13,4013110500,3867,2724754,2724754,4,13,4013110501,2191,110500,110501,P,W,5218,2899,55.56,100,44.44,,,,1414637,1414637,1414637,1414637,51.92,51.92,100,100,2899,2191,56.66,100
4,13,4013110500,3867,2724754,2724754,4,13,4013110502,1676,110500,110502,P,W,5218,2319,44.44,100,55.56,,,,1310117,1310117,1310117,1310117,48.08,48.08,100,100,2319,1676,43.34,100
4,13,4013110600,2649,2606616,2599370,4,13,4013110600,2649,110600,110600,W,W,4881,4881,100,100,0,,,,2606616,2599370,2606616,2599370,100,100,100,100,4881,2649,100,100
4,13,4013110701,1324,821051,811437,4,13,4013110701,1324,110701,110701,W,W,2570,2570,100,100,0,,,,821051,811437,821051,811437,100,100,100,100,2570,1324,100,100
4,13,4013110702,1610,1789768,1778226,4,13,4013110702,1610,110702,110702,W,W,3833,3833,100,100,0,,,,1789768,1778226,1789768,1778226,100,100,100,100,3833,1610,100,100
4,13,4013110800,3647,2603312,2603312,4,13,4013110801,2535,110800,110801,P,W,7321,5006,68.38,100,31.62,,,,1296655,1296655,1296655,1296655,49.81,49.81,100,100,5006,2535,69.51,100
4,13,4013110800,3647,2603312,2603312,4,13,4013110802,1112,110800,110802,P,W,7321,2315,31.62,100,68.38,,,,1306657,1306657,1306657,1306657,50.19,50.19,100,100,2315,1112,30.49,100
4,13,4013110900,3967,2649940,2649940,4,13,4013110901,1751,110900,110901,P,W,7379,3075,41.67,100,58.33,,,,1328208,1328208,1328208,1328208,50.12,50.12,100,100,3075,1751,44.14,100
4,13,4013110900,3967,2649940,2649940,4,13,4013110902,2216,110900,110902,P,W,7379,4304,58.33,100,41.67,,,,1321732,1321732,1321732,1321732,49.88,49.88,100,100,4304,2216,55.86,100
4,13,4013111000,2428,2624006,2624006,4,13,4013111000,2428,111000,111000,W,P,4745,4745,100,100,0,,,,2624346,2624346,2624006,2624006,100,100,99.99,99.99,4745,2428,100,100
4,13,4013111100,2058,3209483,3164578,4,13,4013111000,2428,111100,111000,P,P,4376,4745,0,0,0,,,,2624346,2624346,340,340,0.01,0.01,0.01,0.01,0,0,0,0
4,13,4013111100,2058,3209483,3164578,4,13,4013111100,2058,111100,111100,P,W,4376,4376,100,100,0,,,,3209143,3164238,3209143,3164238,99.99,99.99,100,100,4376,2058,100,100
4,13,4013111201,2939,1912041,1912041,4,13,4013111201,2939,111201,111201,W,W,5242,5242,100,100,0,,,,1912041,1912041,1912041,1912041,100,100,100,100,5242,2939,100,100
4,13,4013111202,912,895521,895521,4,13,4013111202,912,111202,111202,W,W,1964,1964,100,100,0,,,,895521,895521,895521,895521,100,100,100,100,1964,912,100,100
